id,Will_Buy_EV
0,0.0001128237163356971
1,0.0015535195881966502
2,0.7923466235399246
3,0.0017975266848225147
4,0.0013500070519512522
5,0.0019875145168043677
6,0.7191564857959748
7,0.0010373294120654462
8,0.02225445071235299
9,0.6606753379106522
10,0.02588997185230255
11,0.011107928957790135
12,0.0008389818111027126
13,0.7265746712684632
14,0.7657373547554016
15,0.021776125114411116
16,0.4744841679930687
17,0.0011180314235389234
18,0.0026872095419093966
19,0.0002893159748055041
20,0.6893799662590027
21,0.00018780750706355321
22,0.7091393083333969
23,0.17990955263376238
24,0.24290821254253386
25,0.024447034485638144
26,0.0864211741834879
27,0.00029215411923360084
28,0.32520454823970796
29,0.06856966316699982
30,0.00842503709718585
31,0.0010493592853890732
32,0.32497009932994847
33,0.00013170629808882952
34,0.029608718864619733
35,0.010925527242943645
36,0.005784611543640495
37,0.04320533685386181
38,0.841486319899559
39,0.8826079994440079
40,0.004793250653892755
41,0.00809759555850178
42,0.0008916272025089712
43,0.07733196392655373
44,0.6239640206098557
45,0.002980567759368569
46,0.5019627541303635
47,0.31518291085958483
48,0.005602289992384612
49,0.29523334205150603
50,0.012429632199928166
51,0.7232003748416901
52,0.6626267611980439
53,0.06329333167523146
54,0.008741177851334214
55,0.5614247381687165
56,0.44520732909440996
57,0.0019321342231705784
58,0.0055999696720391515
59,0.6283555209636689
60,0.0058785304194316264
61,0.00039209937240229913
62,0.007188627705909312
63,0.11991039253771305
64,0.5814293593168259
65,0.1859847456216812
66,6.122045483607507e-05
67,0.04806054104119539
68,0.00012428414484020326
69,0.00646551272366196
70,5.5347561192320435e-05
71,0.7710837304592133
72,0.20817408338189125
73,0.04257364887744189
74,0.6919709980487824
75,0.08622489161789418
76,0.911181205511093
77,0.8254662126302719
78,0.8783646762371065
79,0.003682209551334381
80,0.0005591431254288182
81,0.015541535802185535
82,0.6390740364789963
83,0.13024417012929917
84,0.034385590441524984
85,0.010910728760063647
86,0.27774270921945576
87,0.0001639284510019934
88,0.0003180983658239711
89,0.00014617833185184283
90,0.00021318429699022093
91,3.9442309821424713e-05
92,0.005744411889463662
93,0.0005790394148789346
94,0.04740701988339424
95,0.35450139939785
96,9.04395268889857e-05
97,0.0002601489235530607
98,0.40515642762184145
99,0.17672577798366548
100,0.009183360007591547
101,0.00023535491855000145
102,0.29744877070188525
103,0.0008207492239307613
104,0.00042874602659139784
105,0.0003321123644127511
106,0.6688662171363831
107,0.00850711604580283
108,0.3297016263008118
109,0.0030901030171662566
110,0.33322395384311676
111,0.0001302316564760986
112,0.07383558861911298
113,0.06356858145445585
114,0.0021835985069628807
115,0.00519937442149967
116,0.16059969887137412
117,0.21952282190322875
118,0.05717924237251282
119,0.033542233332991604
120,0.0009716943284729496
121,0.22371364235877994
122,0.23674265295267105
123,0.00042954571399604906
124,0.0009291564594605007
125,0.0033525230013765396
126,0.0002387871849350631
127,0.00017906658722495196
128,0.016633899230509997
129,0.002924001554492861
130,0.7515060156583786
131,8.405058215430473e-05
132,0.0006465522455982864
133,0.0021269696415401993
134,0.0037623838055878874
135,0.3818640798330307
136,0.11631831116974353
137,0.5029920801520348
138,0.0003671187449072022
139,0.004379492113366724
140,0.0018536268267780542
141,0.8392173469066619
142,0.0015165302553214132
143,0.5979907870292663
144,0.5361374706029892
145,9.536467105135672e-05
146,0.3333064436912536
147,0.0284148090519011
148,0.004245220357552171
149,0.04582925606518984
150,4.504228227233398e-05
151,0.00039294022717513145
152,0.4226526767015457
153,0.009059249004349113
154,0.0013607749599032104
155,0.3108918577432633
156,0.00043154792983841623
157,0.0073272543493658315
158,0.7437457561492921
159,0.9713857650756836
160,0.021399303153157235
161,0.007038610382005572
162,0.016211680648848415
163,0.11933762915432453
164,0.0004818789384444245
165,0.006626033713109792
166,0.0010668667033314706
167,0.6150396764278412
168,0.00012590703554451465
169,0.8515847027301788
170,0.00105529289576225
171,0.0016593167034443467
172,0.23746594563126566
173,0.0027096618781797593
174,0.315420252084732
175,0.0005218744045123458
176,0.042104123160243034
177,0.0010500683973077684
178,0.2273676067590713
179,0.017656064312905076
180,0.20248112976551058
181,0.42787724435329444
182,0.03452883251011372
183,0.8206544399261475
184,0.7399916768074036
185,0.17147965729236603
186,0.03136280812323093
187,0.7206779420375824
188,0.2172302879393101
189,0.08566555939614773
190,0.019840336032211782
191,0.013522659707814456
192,0.00015256148799380756
193,0.1356228843331337
194,0.0026990083628334106
195,0.004710477124899626
196,0.32491087913513184
197,0.04041919820010662
198,0.019032664969563486
199,0.0024678279412910344
200,0.06380013078451158
201,0.20326001495122908
202,0.00010044670598290395
203,0.7157292455434798
204,0.0016889086808077993
205,0.00034886421344708645
206,0.0005629958934150637
207,0.007170117227360606
208,0.00014451956521952528
209,0.009622084954753519
210,0.2722929328680038
211,0.00022333776687446518
212,0.014486053492873907
213,0.008577559981495142
214,0.021125044859945777
215,0.012424005847424268
216,0.0007592619251227007
217,0.696746751666069
218,0.006129105528816581
219,0.0017406168626621366
220,0.22108296751976014
221,9.595448336767733e-05
222,0.439542929828167
223,0.2285394608974457
224,0.007871785014867782
225,0.00537344217300415
226,0.0018674084334634245
227,0.00026960816758219157
228,0.006980125373229385
229,0.020030001923441884
230,0.002835067734122276
231,9.639494519433357e-05
232,0.0017015020363032817
233,0.029008617065846922
234,0.35930464714765553
235,0.010302777867764233
236,0.07453130222856998
237,0.05395739655941725
238,0.08424659296870232
239,0.011606725584715606
240,0.007490135449916124
241,0.20059508457779884
242,0.05001049935817718
243,0.6971807926893234
244,0.013242725143209098
245,0.01665719235315919
246,0.06033623553812503
247,0.029908285290002827
248,0.0011845359345898033
249,0.03933253660798073
250,0.16198132783174515
251,0.00047371353866765276
252,0.013258448801934719
253,0.008701692381873728
254,0.037347364053130154
255,0.0020005629456136377
256,7.36094219973893e-05
257,0.7549053639173509
258,0.6187323659658432
259,0.72086361348629
260,6.263690090122508e-05
261,0.32073372006416323
262,0.0013830005656927824
263,0.00016120392247103154
264,0.10474345907568933
265,0.00011693852047756083
266,0.000746296119177714
267,0.02546126926317811
268,0.022508174926042557
269,0.012575250072404743
270,0.0001857173367170617
271,0.00537061826325953
272,0.006620247103273869
273,0.05282583683729172
274,0.004487732145935297
275,0.5463142469525337
276,8.625084410596172e-05
277,0.08093031793832779
278,0.6490875363349915
279,0.002417972660623491
280,0.8961190193891526
281,0.0045173860155045984
282,0.27692161649465563
283,0.003365753043908626
284,0.09846970550715924
285,0.6666181921958924
286,0.00012171755970484812
287,0.32717680484056477
288,0.8166652143001557
289,0.1418742150068283
290,0.1460656002163887
291,0.052097199112176897
292,0.8014940947294236
293,0.015101862838491797
294,0.00016961421169980897
295,0.012029193667694928
296,0.007504922896623612
297,0.0002011610395129537
298,0.08189274407923222
299,0.0018826351733878255
300,0.5311254382133483
301,0.0012370254436973483
302,0.005561596481129527
303,0.010093821911141276
304,3.618507256533122e-05
305,0.018188360333442687
306,0.0631169456988573
307,0.2498559460043907
308,0.002423343184636906
309,0.30730485096573834
310,0.6186853170394897
311,0.004548235703259707
312,0.005674045160412789
313,0.5559323728084564
314,0.0019408748485147953
315,0.01337068029679358
316,0.006618124269880355
317,0.024885465484112503
318,0.42116235494613646
319,0.5840725064277649
320,0.3351866364479065
321,0.3473254680633545
322,0.0003686380470753648
323,0.28192835152149204
324,0.8256441533565522
325,0.022302836086601018
326,0.24451385289430622
327,0.27393589466810225
328,0.009501042170450093
329,0.7583305984735489
330,2.5409940508325232e-05
331,0.010012390837073327
332,0.06606321819126607
333,0.0005469216812343802
334,0.027746639773249628
335,0.7870585769414902
336,0.0006011565317749045
337,0.5681070119142533
338,0.848051518201828
339,0.7660527288913727
340,0.2059617802500725
341,0.19132435917854312
342,6.785597797716038e-05
343,0.000475246440328192
344,0.7825157970190049
345,0.796707683801651
346,0.022795552760362624
347,0.14391343370079995
348,0.013529120897874237
349,0.1112947441637516
350,0.008038887567818166
351,2.6784690589920498e-05
352,0.0006117836572229862
353,1.0906276457944843e-05
354,0.022339942492544652
355,0.018893260974437
356,0.00845345521811396
357,0.231939422339201
358,9.412716035512859e-05
359,0.0837198667228222
360,0.9009076088666916
361,0.04459925349801779
362,0.09784597419202327
363,0.39447391331195836
364,0.009589099651202559
365,0.6620164334774017
366,0.9686160206794739
367,0.00016524757957085966
368,0.2255276456475258
369,0.7220714390277863
370,0.039624701254069805
371,0.22534010410308838
372,0.18774449452757835
373,0.3695113450288772
374,0.20909129455685616
375,0.00032249407522613185
376,4.894318540209497e-05
377,0.2803504914045334
378,9.805168010643684e-05
379,0.8760463505983351
380,0.03547168355435133
381,0.00025124453677562993
382,0.35444753915071486
383,0.3688910394906998
384,0.8007152199745178
385,0.049365311488509186
386,0.00534842221532017
387,0.00015345268620876596
388,0.5604713737964631
389,0.18227370083332062
390,0.00632862183265388
391,0.8047210603952408
392,0.005912109580822288
393,0.9652034670114518
394,0.3625707164406777
395,0.0020231833448633553
396,0.0005459186271764338
397,0.12243311479687691
398,0.046586159616708755
399,0.023305564373731616
400,0.006209990009665489
401,0.18376748561859133
402,0.37961109429597856
403,0.008791813952848317
404,0.023698312602937224
405,0.008869733987376094
406,0.054788108170032504
407,0.15757068544626238
408,0.01687869830057025
409,0.0003352031526446808
410,0.013246875908225774
411,0.013953746482729911
412,0.03958758302032947
413,0.3589280486106873
414,0.007683859509415925
415,0.0014439164893701672
416,0.9917253643274309
417,0.00412043989636004
418,0.013667047675698997
419,0.00010313311431673356
420,0.00011347973504598486
421,0.053703547641634944
422,0.005342433741316199
423,0.6467672467231751
424,0.00011733927931345535
425,0.8455760419368745
426,0.06537418421357871
427,0.8623749554157256
428,0.0018689184740651402
429,0.7106466174125671
430,0.015190575178712609
431,0.0034358270000666375
432,0.023451527673751114
433,0.005325941205956043
434,0.0005067296988272574
435,0.36648907810449605
436,0.6487358033657074
437,0.02199360728263855
438,0.6653393089771271
439,0.0011871657043229789
440,0.0013073329580947759
441,0.0062138343462720515
442,2.2789816705426345e-05
443,0.007276265369728209
444,6.084493338676111e-05
445,0.0004642717045499012
446,0.0004948295449139551
447,0.0002657851960975677
448,7.386644679172605e-05
449,0.011067130975425242
450,7.924384433408705e-05
451,6.178294943310902e-05
452,0.004052949673496187
453,0.013619466125965117
454,0.19047129377722738
455,0.6359754294157028
456,0.00027193690184503796
457,0.8120206952095033
458,0.7017442852258683
459,0.0019269478041678669
460,0.00114051285199821
461,0.786712896823883
462,0.008368796459399162
463,0.005735310772433878
464,0.0003375712643901352
465,0.060363527946174146
466,0.21193025410175323
467,0.5187436059117316
468,0.4069052696228027
469,0.004738872707821429
470,0.0007275105599546805
471,0.0019788129604421554
472,0.5203972846269608
473,0.5952508807182313
474,0.0008216490969061852
475,0.0003591288070310839
476,0.0003130152783796802
477,0.00993102714419365
478,0.016258795140311123
479,0.5148679912090302
480,0.012052091211080551
481,0.02917498787865043
482,0.2771811932325363
483,0.00418877083575353
484,0.4785256654024124
485,0.295853590965271
486,0.002114984503714368
487,0.01207105382345617
488,0.8671958357095717
489,0.2305900312960148
490,0.0006229955120943487
491,0.7166380673646928
492,0.32038387805223467
493,0.002398264268413186
494,0.40136749744415284
495,0.017899905890226366
496,0.0001156218213509419
497,0.018610115628689528
498,0.20036861374974252
499,0.005721283401362598
500,0.5709655940532684
501,1.99122626213466e-05
502,0.7979380548000337
503,0.00018967489668284546
504,0.0002459053139318712
505,0.00029186194005887957
506,0.866088429093361
507,0.04237665124237538
508,0.00022527266119141132
509,0.004214284126646817
510,0.46066924035549167
511,0.0038894929224625235
512,0.017934916820377112
513,0.06813520286232233
514,0.3184775203466415
515,0.05699596740305424
516,0.8102725237607957
517,0.01230071377940476
518,0.007180889276787639
519,0.7420265287160874
520,0.139051254093647
521,0.0076013509649783375
522,0.0006272454629652202
523,0.01466562310233712
524,0.0012248539947904646
525,0.32752875089645384
526,0.36896334439516065
527,0.29805664122104647
528,0.01959574455395341
529,0.005866333330050112
530,0.005494554108008742
531,0.006697807926684618
532,0.015267920540645718
533,0.00022964845120441172
534,0.0002587428185506724
535,0.09984245374798774
536,0.007552223815582694
537,0.01644302364438772
538,0.008974879002198578
539,0.06000324506312609
540,0.013996091159060597
541,0.3361655160784721
542,0.0006170757711515762
543,0.05921972468495369
544,0.955493113398552
545,0.0047346412204206
546,0.00035000008792849255
547,0.12521775700151921
548,0.004049825237598271
549,0.01791508155874908
550,0.0001508915811427869
551,0.00933193676173687
552,9.083000877581072e-05
553,0.004462157702073455
554,0.012388128926977516
555,0.7470779597759247
556,0.003207483678124845
557,0.0007124173804186285
558,0.024332188256084922
559,0.22652983516454697
560,4.910118632324157e-05
561,0.3509612292051315
562,0.04214069414883852
563,0.0005906996957492083
564,0.0036105231614783403
565,0.00010792412804221387
566,0.004635500558651984
567,0.00024051093496382236
568,0.4964966788887977
569,0.0009457426727749409
570,0.008789588930085301
571,0.0014470949070528151
572,0.0004015945407445543
573,0.8750633060932158
574,0.8009725183248521
575,0.00021195326480665246
576,0.00945197567343712
577,0.9146558284759523
578,0.00011788846550189194
579,0.00043862435122719043
580,0.6878879070281982
581,0.0030638304073363543
582,0.6137288063764572
583,0.3818170428276062
584,0.04311414323747158
585,0.0011853716481709854
586,0.023714097868651154
587,0.2933701112866402
588,0.0021306068694684657
589,0.004515284043736756
