id,Will_Buy_EV
0,0.00019494494335958734
1,0.0019170847566177447
2,0.8895227313041687
3,0.0023419781355187297
4,0.0015513907613543172
5,0.0014779672880346577
6,0.6609900991121928
7,0.0023234698067729673
8,0.051230124508341156
9,0.6616622805595398
10,0.019543129950761795
11,0.008482112238804499
12,0.0007822052963698903
13,0.7669921120007833
14,0.7749955852826437
15,0.017016113735735416
16,0.4455755352973938
17,0.0016027821693569422
18,0.003799433664729198
19,0.0004037404238867263
20,0.7032440702120463
21,0.00026277065808244515
22,0.8386542797088623
23,0.14630366365114847
24,0.24468634029229483
25,0.02631879784166813
26,0.09008260071277618
27,0.0002126342612124669
28,0.34258811672528583
29,0.0735845963160197
30,0.008659362172087034
31,0.0014071724144741893
32,0.2648021380106608
33,0.00014122538656617203
34,0.03339227040608724
35,0.009220403619110584
36,0.007484264516582091
37,0.0487921933333079
38,0.8292135000228882
39,0.8728668491045634
40,0.0037866789692391953
41,0.0071813759083549185
42,0.0007596852471275876
43,0.05665391186873118
44,0.5922544002532959
45,0.002705375237079958
46,0.5481854875882467
47,0.3172390361626943
48,0.0036136103638758263
49,0.2810269395510356
50,0.007906539210428795
51,0.6819111108779907
52,0.6026916901270548
53,0.038075956205526985
54,0.012057502443591753
55,0.6499883532524109
56,0.3902728458245595
57,0.001568429540687551
58,0.006296477125336726
59,0.7026521762212118
60,0.005518329485009114
61,0.00022822938990429975
62,0.0060021028233071165
63,0.13779868185520172
64,0.6417272885640463
65,0.22031634052594504
66,0.00011349022891711986
67,0.03142154403030872
68,9.51023157540476e-05
69,0.005939415035148461
70,0.00015658688880648697
71,0.7520278692245483
72,0.23708317677179971
73,0.04755884408950806
74,0.6631288329760233
75,0.08123856286207835
76,0.886738141377767
77,0.7828875581423441
78,0.855126142501831
79,0.002886267378926277
80,0.0004461618858234336
81,0.02084355925520261
82,0.7777497172355652
83,0.12799022098382315
84,0.03624754399061203
85,0.008723015586535135
86,0.32078537344932556
87,0.00023009984336871034
88,0.00039083796824949485
89,0.00015055249241413549
90,0.00037178716108125326
91,0.00010100434606859683
92,0.006451503063241641
93,0.0007174789983158311
94,0.050242725759744644
95,0.4259488880634308
96,0.0001362155655518412
97,0.00029931002063676715
98,0.2614830831686656
99,0.1878101925055186
100,0.007009101410706838
101,0.00030669976452675957
102,0.28576720754305523
103,0.0009264979938355585
104,0.000473697039221103
105,0.00033740189974196255
106,0.6250553727149963
107,0.0072544241944948835
108,0.24662812054157257
109,0.0031571320723742247
110,0.3690101106961568
111,0.00010359081140146979
112,0.058441554506619774
113,0.05292286475499471
114,0.002217099730235835
115,0.004418868493909637
116,0.23049099246660867
117,0.07021938512722652
118,0.04040047526359558
119,0.02771095186471939
120,0.000898920038404564
121,0.16686278581619263
122,0.23258991042772928
123,0.0004963805161726972
124,0.0011154977643551927
125,0.003689438570290804
126,0.00025414756722360227
127,0.00012520623325447863
128,0.015602272314329943
129,0.000946779657776157
130,0.7105608185132345
131,0.00014456829982615696
132,0.0011229345303339262
133,0.0027093615693350634
134,0.0061571526651581126
135,0.47041868170102435
136,0.07987223317225774
137,0.42668770750363666
138,0.0008373155724257231
139,0.005013882182538509
140,0.002128025982528925
141,0.8265559474627177
142,0.001882760940740506
143,0.5569710930188497
144,0.5332294503847758
145,0.00012812935589560462
146,0.341800461212794
147,0.0252105463296175
148,0.002148348566455146
149,0.057289415349562965
150,5.8555727567484915e-05
151,0.0004541719196519504
152,0.5307972033818563
153,0.010676427433888117
154,0.0014554203565542896
155,0.3374215364456177
156,0.00038661389650466543
157,0.004912238956118624
158,0.6953593492507935
159,0.9888797998428345
160,0.022208855176965397
161,0.0053034028969705105
162,0.015005699669321379
163,0.1250881403684616
164,0.0005170823618148764
165,0.0057153770079215365
166,0.0010099854165067275
167,0.628934641679128
168,0.00010853970949635065
169,0.917023499806722
170,0.001250767692302664
171,0.0012971672501104574
172,0.18923728664716086
173,0.0027017902272442975
174,0.32634703318277997
175,0.000559973685691754
176,0.037942556043465935
177,0.0013210784333447616
178,0.24513086676597595
179,0.0160884993771712
180,0.10111420601606369
181,0.49517937501271564
182,0.03883838405211767
183,0.9281848271687826
184,0.7189641197522482
185,0.17488990227381387
186,0.016145012030998867
187,0.5955191850662231
188,0.3241606454054515
189,0.07571388781070709
190,0.008530940084407726
191,0.010480350814759731
192,0.0002168465198337799
193,0.14177693923314413
194,0.003294208785519004
195,0.00440718869989117
196,0.32451359430948895
197,0.05245803420742353
198,0.02056359313428402
199,0.002203686706100901
200,0.060870865980784096
201,0.15496467053890228
202,0.00018912738839086765
203,0.6899340947469076
204,0.0014503014778407912
205,0.0006292504840530455
206,0.0008920678907694916
207,0.006847343252350886
208,0.00017862295756761645
209,0.011584173577527205
210,0.2894365191459656
211,0.00022351592997438274
212,0.009320342913269997
213,0.009446969566245874
